ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
19-3041.00,Sociologists,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|learning_strategies|monitoring|science|mathematics,reading_comprehension|writing|active_listening|speaking|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,4.0,4.75,4.12,4.62,4.0,4.75,4.12,4.62,2.88,3.38,3.12,3.38,4.0,4.38,4.0,4.25,3.88,4.25,3.5,3.88
19-3051.00,Urban and Regional Planners,active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|mathematics|learning_strategies|monitoring|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|monitoring|mathematics|learning_strategies|science,4.0,4.38,4.12,4.38,3.88,4.12,4.12,4.25,3.0,3.5,2.62,2.75,4.0,4.25,3.25,4.12,3.0,2.88,3.0,3.62
19-3091.00,Anthropologists and Archeologists,writing|speaking|reading_comprehension|active_listening|critical_thinking|active_learning|monitoring|learning_strategies|science|mathematics,reading_comprehension|writing|speaking|critical_thinking|active_listening|active_learning|learning_strategies|monitoring|mathematics|science,4.12,5.0,4.12,4.38,4.25,5.0,4.25,4.75,2.75,3.0,3.0,3.0,4.12,4.75,3.88,4.25,3.38,3.88,3.5,3.62
19-3092.00,Geographers,reading_comprehension|writing|speaking|critical_thinking|active_listening|active_learning|science|learning_strategies|mathematics|monitoring,writing|reading_comprehension|speaking|active_listening|active_learning|critical_thinking|science|learning_strategies|monitoring|mathematics,4.12,4.75,3.75,4.12,4.12,4.88,4.0,4.38,3.0,3.12,3.38,3.62,4.0,4.0,3.62,4.12,3.12,3.62,3.0,3.38
19-3093.00,Historians,reading_comprehension|writing|critical_thinking|active_listening|speaking|active_learning|learning_strategies|monitoring|science|mathematics,reading_comprehension|writing|critical_thinking|speaking|active_listening|active_learning|learning_strategies|monitoring|science|mathematics,4.75,4.88,4.0,4.0,4.12,4.88,4.0,4.12,2.0,1.25,2.62,2.5,4.12,4.38,4.0,4.0,3.25,3.62,3.0,3.12
19-3094.00,Political Scientists,reading_comprehension|active_listening|speaking|active_learning|writing|critical_thinking|learning_strategies|mathematics|monitoring|science,reading_comprehension|speaking|critical_thinking|active_listening|writing|active_learning|learning_strategies|monitoring|mathematics|science,4.25,4.88,4.12,4.62,4.0,4.62,4.12,4.75,3.0,3.12,2.62,3.0,4.0,4.75,4.12,4.12,3.5,3.75,2.88,3.5
19-3099.01,Transportation Planners,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|mathematics|monitoring|learning_strategies|science,reading_comprehension|critical_thinking|active_listening|writing|speaking|mathematics|active_learning|monitoring|learning_strategies|science,4.0,4.25,4.0,4.12,4.0,4.12,4.0,4.12,3.38,4.12,2.38,2.25,4.0,4.25,3.75,4.12,3.0,3.0,3.12,3.5
19-4012.00,Agricultural Technicians,reading_comprehension|active_listening|critical_thinking|writing|active_learning|monitoring|speaking|mathematics|learning_strategies|science,reading_comprehension|critical_thinking|writing|active_listening|active_learning|monitoring|speaking|mathematics|science|learning_strategies,3.38,3.5,3.25,3.25,3.12,3.38,3.0,3.0,2.88,3.0,2.75,3.0,3.25,3.5,3.12,3.12,2.88,3.0,3.12,3.12
19-4012.01,Precision Agriculture Technicians,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|mathematics|monitoring|learning_strategies|science,reading_comprehension|active_listening|active_learning|critical_thinking|writing|speaking|monitoring|mathematics|learning_strategies|science,3.88,4.0,3.75,3.88,3.5,3.5,3.75,3.5,3.25,3.25,2.88,2.62,3.75,3.62,3.38,3.75,3.0,3.0,3.25,3.5
19-4013.00,Food Science Technicians,reading_comprehension|active_listening|writing|speaking|science|critical_thinking|monitoring|active_learning|learning_strategies|mathematics,reading_comprehension|writing|speaking|critical_thinking|science|active_listening|mathematics|active_learning|monitoring|learning_strategies,3.75,3.88,3.5,3.12,3.5,3.38,3.5,3.38,2.75,3.12,3.25,3.25,3.25,3.38,3.0,3.12,2.88,3.0,3.12,3.12
19-4021.00,Biological Technicians,reading_comprehension|active_listening|science|critical_thinking|writing|active_learning|speaking|monitoring|mathematics|learning_strategies,reading_comprehension|active_listening|critical_thinking|writing|active_learning|speaking|monitoring|mathematics|science|learning_strategies,4.0,4.62,3.88,4.0,3.5,3.88,3.38,3.75,3.0,3.62,3.75,3.62,3.75,4.0,3.5,3.88,2.88,2.88,3.38,3.75
19-4031.00,Chemical Technicians,science|reading_comprehension|critical_thinking|active_listening|writing|monitoring|speaking|active_learning|learning_strategies|mathematics,reading_comprehension|science|critical_thinking|writing|active_listening|monitoring|speaking|active_learning|learning_strategies|mathematics,4.0,4.12,3.88,3.88,3.88,4.0,3.38,3.38,3.0,3.12,4.12,4.12,4.0,4.12,3.38,3.25,3.12,3.25,3.88,3.88
19-4042.00,"Environmental Science and Protection Technicians, Including Health",reading_comprehension|active_listening|writing|speaking|critical_thinking|science|monitoring|mathematics|active_learning|learning_strategies,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|science|mathematics|active_learning|learning_strategies,4.0,4.12,3.88,4.0,3.88,4.0,3.88,4.0,3.12,3.12,3.38,3.38,3.75,3.75,3.12,3.12,3.0,3.12,3.38,3.75
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",reading_comprehension|critical_thinking|writing|monitoring|active_listening|speaking|mathematics|active_learning|science|learning_strategies,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|active_learning|mathematics|learning_strategies|science,3.75,4.0,3.12,3.5,3.25,3.5,3.0,3.25,2.75,3.0,2.62,2.25,3.5,3.25,2.75,3.12,2.62,2.38,3.25,3.25
19-4051.00,Nuclear Technicians,monitoring|reading_comprehension|active_listening|critical_thinking|active_learning|writing|speaking|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|monitoring|writing|critical_thinking|mathematics|science|active_learning|learning_strategies,3.62,3.62,3.62,3.75,3.25,3.38,3.25,3.5,2.75,3.0,2.75,2.88,3.62,3.38,3.38,2.88,2.88,2.88,3.75,3.5
19-4051.02,Nuclear Monitoring Technicians,active_listening|critical_thinking|monitoring|reading_comprehension|speaking|writing|mathematics|science|learning_strategies|active_learning,reading_comprehension|critical_thinking|monitoring|active_listening|writing|speaking|learning_strategies|mathematics|science|active_learning,3.75,4.0,3.88,3.88,3.12,3.62,3.5,3.38,3.12,3.12,3.12,3.12,3.88,4.0,3.0,3.12,3.12,3.25,3.88,4.0
19-4061.00,Social Science Research Assistants,reading_comprehension|active_listening|writing|critical_thinking|speaking|science|mathematics|active_learning|learning_strategies|monitoring,reading_comprehension|active_listening|writing|mathematics|critical_thinking|speaking|active_learning|science|learning_strategies|monitoring,4.0,4.75,3.75,4.12,3.75,3.88,3.38,3.75,3.12,3.88,3.25,3.38,3.75,3.88,3.12,3.62,3.0,3.12,2.88,3.12
19-4071.00,Forest and Conservation Technicians,active_listening|critical_thinking|reading_comprehension|speaking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,3.38,3.75,3.75,3.75,3.0,3.12,3.25,3.5,2.75,2.75,2.75,2.25,3.75,3.38,3.0,3.0,3.0,3.0,3.12,3.62
19-4092.00,Forensic Science Technicians,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|science|monitoring|learning_strategies|mathematics,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|science|learning_strategies|monitoring|mathematics,4.0,4.12,4.0,4.12,4.0,4.12,4.0,4.12,2.75,2.88,3.25,3.5,4.0,4.12,3.38,3.88,3.0,3.25,3.25,3.25
19-4099.01,Quality Control Analysts,reading_comprehension|monitoring|active_listening|writing|critical_thinking|speaking|active_learning|mathematics|science|learning_strategies,reading_comprehension|monitoring|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|science|learning_strategies,3.75,3.88,3.38,3.75,3.25,3.38,3.12,3.62,3.0,3.25,2.75,2.88,3.25,3.62,3.12,3.12,2.75,2.88,3.75,3.88
19-4099.03,Remote Sensing Technicians,critical_thinking|reading_comprehension|speaking|mathematics|active_listening|monitoring|writing|active_learning|learning_strategies|science,reading_comprehension|mathematics|critical_thinking|active_listening|writing|speaking|monitoring|active_learning|learning_strategies|science,3.5,4.12,3.38,3.75,3.25,3.75,3.5,3.62,3.5,3.88,2.62,2.75,3.75,3.88,3.0,3.5,2.75,3.0,3.38,3.62
19-5011.00,Occupational Health and Safety Specialists,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|active_learning|mathematics|learning_strategies|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.25,2.75,3.0,3.75,4.0,3.38,3.88,3.0,3.62,3.62,4.0
19-5012.00,Occupational Health and Safety Technicians,active_listening|reading_comprehension|speaking|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,active_listening|critical_thinking|reading_comprehension|writing|speaking|monitoring|active_learning|learning_strategies|mathematics|science,3.88,3.88,4.0,4.0,3.75,3.88,3.88,3.75,2.75,2.75,2.75,2.62,3.88,4.0,3.12,3.12,3.0,3.0,3.25,3.75
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,active_listening|speaking|reading_comprehension|writing|monitoring|critical_thinking|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,4.0,4.25,4.25,4.12,4.0,4.0,4.12,4.12,2.0,1.88,1.88,1.25,3.88,4.12,3.88,4.0,3.25,3.75,4.0,3.88
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,3.88,4.25,4.38,4.12,3.88,4.0,4.12,4.0,2.25,2.12,1.5,0.5,3.88,4.0,3.75,4.0,3.75,3.75,3.75,3.88
21-1013.00,Marriage and Family Therapists,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|monitoring|learning_strategies|science|mathematics,active_listening|reading_comprehension|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|science|mathematics,4.0,4.25,4.75,4.88,3.88,4.12,4.25,4.12,2.0,1.75,2.38,2.62,3.88,4.12,3.88,4.12,3.38,3.88,3.88,4.0
21-1014.00,Mental Health Counselors,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|monitoring|learning_strategies|science|mathematics,active_listening|reading_comprehension|critical_thinking|speaking|writing|active_learning|monitoring|learning_strategies|science|mathematics,4.12,4.75,5.0,5.0,4.12,4.12,4.25,4.25,2.0,2.0,2.75,3.62,4.0,4.38,3.75,4.0,3.12,3.88,3.75,4.0
21-1015.00,Rehabilitation Counselors,active_listening|speaking|monitoring|reading_comprehension|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|monitoring|writing|critical_thinking|learning_strategies|active_learning|mathematics|science,3.88,4.12,4.12,4.25,3.5,4.0,4.12,4.12,2.0,2.12,2.0,1.75,3.88,4.0,3.25,3.5,3.12,3.75,4.12,4.12
21-1021.00,"Child, Family, and School Social Workers",active_listening|speaking|critical_thinking|reading_comprehension|monitoring|writing|active_learning|learning_strategies|science|mathematics,active_listening|critical_thinking|reading_comprehension|writing|speaking|monitoring|active_learning|learning_strategies|science|mathematics,4.0,4.12,4.88,4.75,3.75,4.12,4.5,4.12,2.0,1.88,2.25,2.0,4.12,4.25,3.38,3.75,3.12,3.12,3.88,3.88
21-1022.00,Healthcare Social Workers,speaking|reading_comprehension|active_listening|critical_thinking|writing|active_learning|monitoring|learning_strategies|science|mathematics,active_listening|reading_comprehension|speaking|writing|critical_thinking|active_learning|monitoring|learning_strategies|science|mathematics,4.0,4.25,4.0,4.75,3.88,4.12,4.12,4.25,2.0,2.0,2.62,2.62,4.0,4.0,3.75,4.0,3.12,3.62,3.25,3.88
21-1023.00,Mental Health and Substance Abuse Social Workers,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|learning_strategies|active_learning|science|mathematics,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|active_learning|learning_strategies|science|mathematics,4.0,4.12,4.12,4.0,3.75,4.0,4.12,4.0,2.0,2.0,2.62,2.75,4.0,4.0,3.25,3.88,3.75,3.88,4.0,4.0
21-1091.00,Health Education Specialists,active_listening|writing|speaking|learning_strategies|active_learning|reading_comprehension|critical_thinking|monitoring|science|mathematics,speaking|learning_strategies|reading_comprehension|active_listening|writing|critical_thinking|monitoring|active_learning|science|mathematics,3.75,4.0,4.12,4.0,4.12,4.0,4.12,4.25,2.12,2.25,2.5,2.75,3.75,4.0,3.88,3.62,4.0,4.12,3.25,3.75
21-1092.00,Probation Officers and Correctional Treatment Specialists,active_listening|speaking|reading_comprehension|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.88,4.12,4.0,4.0,3.75,3.88,4.0,4.0,1.88,1.25,1.75,0.75,3.88,4.0,3.38,3.25,2.25,2.62,3.75,3.88
21-1093.00,Social and Human Service Assistants,active_listening|speaking|reading_comprehension|writing|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,speaking|reading_comprehension|active_listening|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.75,4.0,4.0,4.0,3.62,3.88,4.0,4.12,2.0,2.0,1.75,1.5,3.62,4.0,3.25,3.25,2.88,3.0,3.62,3.75
21-1094.00,Community Health Workers,active_listening|speaking|critical_thinking|reading_comprehension|active_learning|writing|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,3.88,4.0,4.0,4.0,3.75,4.0,4.0,4.0,2.0,1.88,1.5,0.62,4.0,4.0,3.88,3.88,3.12,3.75,3.75,3.75
21-2011.00,Clergy,speaking|active_listening|reading_comprehension|writing|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|speaking|active_listening|writing|monitoring|critical_thinking|active_learning|learning_strategies|mathematics|science,3.88,4.75,4.25,4.62,3.88,4.12,4.75,4.75,1.88,2.12,1.38,0.38,3.75,3.88,3.75,3.88,3.62,3.88,3.5,4.0
21-2021.00,"Directors, Religious Activities and Education",speaking|active_listening|reading_comprehension|critical_thinking|active_learning|learning_strategies|writing|monitoring|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|monitoring|mathematics|science,3.88,4.0,4.0,4.0,3.25,3.88,4.12,4.0,2.12,2.5,1.38,0.38,3.88,4.0,3.88,3.88,3.75,3.88,3.12,3.75
23-1011.00,Lawyers,speaking|reading_comprehension|active_listening|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|critical_thinking|reading_comprehension|writing|speaking|active_learning|monitoring|learning_strategies|mathematics|science,4.5,4.88,4.5,5.0,4.25,4.88,4.62,4.88,2.0,2.12,1.5,0.5,4.5,5.0,3.75,4.12,3.12,3.12,3.38,3.75
23-1012.00,Judicial Law Clerks,reading_comprehension|active_listening|critical_thinking|writing|speaking|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|critical_thinking|writing|active_listening|speaking|active_learning|monitoring|learning_strategies|mathematics|science,4.5,4.88,4.25,4.25,4.12,4.38,4.0,4.25,1.88,1.75,1.0,0.0,4.25,4.62,3.75,4.12,3.0,3.0,3.0,3.25
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",reading_comprehension|active_listening|critical_thinking|writing|speaking|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|critical_thinking|writing|reading_comprehension|speaking|active_learning|monitoring|learning_strategies|mathematics|science,4.5,5.0,4.5,5.75,4.25,5.12,4.12,5.0,2.12,2.25,1.38,0.38,4.5,5.25,4.0,4.25,3.0,2.88,3.88,4.0
