O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
33-3051.00,Police and Sheriff's Patrol Officers,transportation_machine_operation|law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.45,1.0,1.22,1.0,2.06,1.29,1.03,1.14,1.0,1.26,1.1,2.23,1.71,1.25,1.86,4.46,1.05,2.46,1.26,1.34,1.84,1.3,1.16,1.0,1.39,1.61,1.09,1.91,3.09,1.2,1.77,1.49,6.9,2.92,1.06,1.22,2.31,2.39,2.15,4.2,1.09
33-3051.04,Customs and Border Protection Officers,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.04,1.07,1.0,1.2,1.4,1.03,1.04,1.0,1.26,1.76,1.19,1.89,1.61,2.05,4.87,1.15,2.62,1.03,1.34,1.5,1.22,1.05,1.0,1.13,2.31,1.0,1.46,2.08,1.18,1.35,1.24,6.76,2.35,1.0,1.22,1.93,1.31,1.66,2.07,1.0
33-3052.00,Transit and Railroad Police,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.05,1.0,1.11,1.27,1.0,1.07,1.0,1.35,1.18,1.19,1.68,1.19,1.59,3.02,1.0,2.52,1.15,1.15,1.78,1.14,1.0,1.0,1.13,1.81,1.0,1.52,2.45,1.07,1.35,1.17,6.59,1.96,1.0,1.12,1.52,1.31,1.72,2.7,1.0
33-9011.00,Animal Control Workers,physical_manual_labor|protective_service|animal_service|accounting|agriculture|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.34,6.46,1.0,1.11,1.04,1.03,1.14,1.0,1.06,1.02,2.23,1.57,1.19,1.41,2.94,2.33,1.81,1.18,1.13,1.32,1.2,1.84,1.0,2.41,1.98,1.0,1.49,3.84,1.2,1.29,1.16,4.84,2.42,1.0,1.14,1.58,1.91,2.18,3.16,1.0
33-9021.00,Private Detectives and Investigators,office_work|law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1.0,1.07,1.03,1.11,1.63,1.0,1.28,1.0,1.26,1.73,1.19,1.82,1.41,1.53,4.05,1.15,2.76,1.26,1.62,1.44,1.27,1.25,1.0,1.09,3.03,1.07,1.62,1.33,1.18,1.83,1.29,5.24,2.35,1.0,1.48,2.8,1.39,1.25,1.46,1.07
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,law|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.0,1.0,1.0,1.03,1.44,1.0,1.0,1.0,1.26,1.7,1.0,1.64,1.0,2.02,2.8,1.0,2.62,1.0,1.48,1.62,1.2,1.0,1.0,1.0,1.84,1.0,1.37,1.12,1.03,1.14,1.06,4.62,1.25,1.0,1.12,1.29,1.11,1.34,1.16,1.0
33-9032.00,Security Guards,physical_manual_labor|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.02,1.0,1.11,1.09,1.0,1.02,1.0,1.23,1.05,1.73,1.64,1.03,1.56,1.8,1.03,1.65,1.0,1.05,1.5,1.07,1.11,1.0,1.11,1.89,1.0,1.59,2.51,1.05,1.14,1.12,6.62,1.33,1.0,1.16,1.32,1.41,1.25,2.07,1.0
33-9091.00,Crossing Guards and Flaggers,transportation_machine_operation|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.0,1.0,1.0,1.09,1.01,1.09,1.0,1.0,1.09,1.0,1.16,1.32,1.0,1.0,1.25,1.0,1.26,1.0,1.02,1.0,1.05,1.0,1.0,1.13,1.06,1.04,1.72,1.96,1.0,1.0,1.1,3.51,1.63,1.0,1.06,1.16,1.6,1.69,2.04,1.0
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",physical_manual_labor|athletics|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.03,1.1,1.0,4.64,1.07,1.06,1.0,1.0,1.44,1.0,3.7,1.75,1.0,1.08,1.22,1.23,1.78,1.15,1.15,1.56,1.12,1.6,1.0,3.53,1.21,1.0,2.86,4.45,1.2,1.0,1.56,5.34,1.87,1.0,1.12,1.29,2.49,2.88,2.24,1.0
33-9093.00,Transportation Security Screeners,physical_manual_labor|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.02,1.0,1.03,1.03,1.0,1.0,1.0,1.23,1.0,1.16,1.32,1.03,1.3,1.47,1.0,1.35,1.0,1.1,1.71,1.0,1.0,1.0,1.0,1.28,1.0,1.81,2.51,1.2,1.14,1.09,5.56,1.39,1.0,1.12,1.21,1.27,1.28,1.8,1.0
33-9094.00,School Bus Monitors,protective_service|social_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,1.0,1.0,1.0,1.06,1.0,1.0,1.02,1.0,1.0,1.0,1.32,1.71,1.03,1.0,1.0,1.0,1.35,1.0,1.0,1.23,1.05,1.0,1.0,1.02,1.17,1.0,2.44,2.1,1.0,1.0,1.31,3.28,1.57,1.0,1.0,1.46,4.3,2.12,2.5,1.0
33-9099.02,Retail Loss Prevention Specialists,law|management_administration|protective_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1.0,1.0,1.0,1.14,1.86,1.06,1.09,1.0,1.26,1.88,1.03,2.32,1.03,1.92,3.09,1.0,3.29,1.1,1.67,1.74,1.14,1.0,1.0,1.0,1.92,1.0,1.33,1.79,1.02,1.14,1.22,5.27,1.93,1.0,1.43,1.49,1.23,1.6,1.26,1.0
35-1011.00,Chefs and Head Cooks,physical_manual_labor|management_administration|culinary_art|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.32,1.0,2.65,1.06,2.93,1.03,1.28,6.76,1.29,2.22,1.1,3.12,1.22,1.11,1.07,1.15,5.64,1.95,1.7,1.38,1.25,1.05,1.0,1.06,1.64,1.26,2.89,3.27,1.26,1.14,1.54,1.12,1.96,1.0,1.84,1.21,1.25,2.75,1.13,2.09
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,personal_service|culinary_art|management_administration|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,1.26,1.0,1.16,1.09,3.04,1.0,1.14,4.11,1.03,2.12,1.06,3.64,1.09,1.11,1.04,1.03,5.85,1.72,1.15,1.17,1.12,1.0,1.0,1.0,2.06,1.02,3.76,2.08,1.05,1.08,1.78,1.12,1.9,1.0,1.67,1.16,1.31,2.18,1.1,1.02
35-2011.00,"Cooks, Fast Food",culinary_art|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.04,1.0,1.13,1.03,1.14,1.0,1.0,2.23,1.09,1.0,1.0,1.32,1.0,1.03,1.0,1.03,1.44,1.1,1.07,1.29,1.07,1.0,1.0,1.0,1.1,1.0,1.81,3.61,1.05,1.0,1.0,1.04,1.16,1.0,1.65,1.0,1.1,1.16,1.23,1.09
35-2012.00,"Cooks, Institution and Cafeteria",culinary_art|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.11,1.0,1.24,1.03,1.21,1.03,1.0,3.44,1.09,1.15,1.69,1.75,1.0,1.05,1.0,1.05,2.32,1.0,1.39,1.32,1.0,1.08,1.0,1.0,1.17,1.0,1.97,3.76,1.14,1.0,1.06,1.08,1.16,1.04,1.16,1.05,1.53,1.42,1.19,1.13
35-2013.00,"Cooks, Private Household",personal_service|culinary_art|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.2,1.0,2.35,1.06,1.42,1.0,1.21,6.58,1.12,1.39,1.1,1.53,1.32,1.0,1.0,1.1,2.42,1.37,1.28,1.08,1.14,1.08,1.0,1.02,1.33,1.22,4.33,2.88,1.1,1.0,1.13,1.0,1.25,1.0,1.65,1.16,1.63,1.51,1.13,1.8
35-2014.00,"Cooks, Restaurant",physical_manual_labor|culinary_art|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.18,1.0,1.67,1.06,1.38,1.0,1.07,6.5,1.14,1.18,1.06,1.32,1.09,1.03,1.0,1.08,2.52,1.21,1.15,1.38,1.02,1.05,1.0,1.0,1.11,1.09,1.94,4.12,1.12,1.0,1.09,1.12,1.16,1.0,1.45,1.0,1.11,1.25,1.13,1.3
35-2015.00,"Cooks, Short Order",physical_manual_labor|culinary_art|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.03,1.0,1.24,1.0,1.12,1.0,1.0,4.33,1.06,1.0,1.0,1.21,1.0,1.0,1.0,1.0,1.38,1.03,1.07,1.11,1.0,1.0,1.0,1.0,1.08,1.02,2.54,3.84,1.05,1.0,1.04,1.0,1.16,1.0,1.81,1.0,1.15,1.16,1.06,1.11
35-2021.00,Food Preparation Workers,culinary_art|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.11,1.0,1.05,1.0,1.0,1.0,1.0,2.46,1.03,1.0,1.69,1.11,1.0,1.0,1.0,1.0,1.23,1.0,1.07,1.17,1.0,1.05,1.0,1.0,1.08,1.0,1.88,4.8,1.09,1.0,1.0,1.0,1.0,1.0,1.14,1.0,1.21,1.08,1.13,1.02
35-3011.00,Bartenders,culinary_art|sales|personal_service|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.03,1.03,1.0,1.85,1.03,1.58,1.0,1.21,3.14,1.06,1.25,1.1,1.61,1.16,1.03,1.25,1.0,2.83,2.02,1.07,1.06,1.14,1.0,1.07,1.0,1.21,1.3,4.6,3.09,1.05,1.08,1.26,2.06,1.75,1.0,3.56,1.18,1.68,1.48,1.0,1.43
